                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    438,                0.82449,                0.54169,                0.95858,                  1.087,                0.65696,                 0.9571,                0.87258,                0.83694,                0.90414,                0.59717,                  1.032,                 0.5798,                0.96025,                 1.2709,                0.54432,                0.95725,             0.00063145,             0.00063145,             0.00063145
                    439,                0.80333,                0.51875,                0.95399,                 1.0952,                0.63168,                0.95021,                 0.8648,                0.81968,                0.87433,                0.60186,                 1.0554,                0.56561,                0.96674,                 1.2898,                0.53606,                0.95784,             0.00063035,             0.00063035,             0.00063035
                    440,                0.82956,                0.52275,                0.95196,                 1.1223,                0.61961,                 0.9434,                0.90011,                0.84666,                0.90685,                0.60401,                 1.0513,                0.53969,                0.97879,                 1.2767,                0.53491,                0.97429,             0.00062925,             0.00062925,             0.00062925
                    441,                0.81276,                0.51003,                0.96793,                 1.0939,                0.57226,                0.94481,                0.89102,                0.86095,                0.89862,                0.58972,                  1.043,                0.55193,                0.96311,                 1.2777,                0.57554,                0.97576,             0.00062815,             0.00062815,             0.00062815
                    442,                0.83559,                0.51977,                0.96334,                 1.1155,                0.61815,                0.95512,                0.85955,                0.86654,                0.90113,                0.59501,                 1.1096,                0.58957,                0.97475,                 1.3494,                0.64045,                0.98303,             0.00062705,             0.00062705,             0.00062705
                    443,                0.80209,                0.50814,                0.94815,                 1.1048,                0.60104,                0.93588,                0.83306,                0.85715,                0.89228,                0.59013,                 1.0755,                0.56059,                0.98599,                 1.2771,                 0.5934,                0.97397,             0.00062595,             0.00062595,             0.00062595
                    444,                0.84157,                0.52841,                0.95742,                 1.1405,                0.62992,                0.94735,                0.87704,                0.87766,                0.89372,                0.59024,                 1.0713,                0.54799,                0.99351,                 1.3145,                0.59761,                0.99066,             0.00062485,             0.00062485,             0.00062485
                    445,                0.79625,                 0.4903,                0.92918,                 1.0739,                0.57369,                0.91982,                0.85772,                0.88549,                0.89488,                0.58588,                 1.0717,                0.55835,                0.99684,                 1.3779,                0.58943,                 1.0001,             0.00062375,             0.00062375,             0.00062375
                    446,                0.83818,                0.52273,                0.94286,                 1.1386,                0.64065,                0.93811,                0.89604,                0.84391,                0.91646,                 0.5966,                  1.036,                0.55194,                 0.9886,                 1.3034,                0.57938,                0.99218,             0.00062265,             0.00062265,             0.00062265
                    447,                0.84881,                  0.551,                0.97017,                 1.1381,                 0.6644,                0.96994,                0.86261,                 0.8722,                0.90278,                 0.5959,                 1.0456,                0.54032,                0.97148,                 1.2562,                0.58262,                0.97635,             0.00062155,             0.00062155,             0.00062155
                    448,                0.81515,                0.52555,                 0.9268,                 1.1063,                0.59845,                0.91962,                0.86051,                0.80922,                0.89192,                0.57802,                 1.0337,                0.53806,                0.96998,                 1.2648,                0.65557,                0.97947,             0.00062045,             0.00062045,             0.00062045
                    449,                0.86939,                0.53306,                0.96083,                 1.1322,                0.62566,                0.94776,                 0.8629,                0.87141,                0.90819,                0.57689,                 1.0629,                0.55224,                 0.9697,                 1.2833,                0.82928,                0.98219,             0.00061935,             0.00061935,             0.00061935
                    450,                0.80977,                0.51491,                0.94313,                 1.0943,                0.60092,                0.94269,                0.84123,                0.85439,                 0.9121,                0.57747,                 1.0847,                0.55909,                0.97432,                 1.2815,                0.78861,                0.96802,             0.00061825,             0.00061825,             0.00061825
                    451,                0.76669,                0.48088,                 0.9128,                  1.051,                0.56813,                0.90207,                0.90155,                0.87984,                0.91495,                0.58349,                 1.0605,                0.51608,                0.97677,                 1.2914,                0.70206,                0.97478,             0.00061715,             0.00061715,             0.00061715
                    452,                0.81276,                0.51625,                0.95739,                 1.0899,                0.58531,                0.94609,                0.85955,                0.85536,                0.90161,                0.57493,                 1.1122,                0.55009,                0.98889,                 1.3379,                0.54715,                0.98311,             0.00061605,             0.00061605,             0.00061605
                    453,                0.76272,                0.46764,                0.91489,                 1.0514,                0.57481,                0.90904,                0.86575,                 0.9019,                0.90962,                0.58371,                 1.0855,                0.54152,                0.99496,                 1.2843,                 0.5906,                0.98477,             0.00061495,             0.00061495,             0.00061495
                    454,                 0.8166,                 0.4991,                0.94452,                 1.0786,                 0.5853,                0.93067,                0.86922,                0.86193,                0.90834,                0.58494,                 1.0069,                0.52161,                0.97759,                 1.2593,                0.53484,                 0.9694,             0.00061385,             0.00061385,             0.00061385
                    455,                0.81271,                0.50971,                0.95229,                 1.1114,                0.62719,                0.94251,                0.83571,                0.84653,                0.88524,                0.57364,                 1.0069,                0.51608,                 0.9812,                 1.2861,                0.54976,                0.97052,             0.00061275,             0.00061275,             0.00061275
                    456,                0.80866,                0.50476,                0.93877,                 1.0973,                0.65326,                0.92846,                0.93669,                0.75737,                0.88325,                 0.5956,                 0.9963,                0.53908,                0.97521,                  1.261,                0.54348,                0.96858,             0.00061165,             0.00061165,             0.00061165
                    457,                0.81796,                0.51427,                0.93414,                 1.0906,                0.60718,                0.93221,                0.89163,                0.78572,                0.88249,                0.59264,                 1.0485,                 0.5446,                0.99355,                 1.2354,                0.63531,                0.97602,             0.00061055,             0.00061055,             0.00061055
                    458,                0.80546,                 0.5044,                0.93925,                 1.0757,                0.59798,                0.93464,                0.89474,                0.81064,                0.88781,                0.58954,                 1.0131,                 0.5301,                0.98567,                 1.2188,                0.64012,                0.97392,             0.00060945,             0.00060945,             0.00060945
                    459,                0.80659,                0.49451,                0.95413,                 1.0754,                0.60031,                0.94792,                0.86381,                0.87651,                0.91297,                0.59314,                 1.0646,                0.54941,                 1.0028,                 1.2526,                0.64219,                0.98781,             0.00060835,             0.00060835,             0.00060835
                    460,                0.80926,                0.51311,                0.94635,                 1.0853,                0.61621,                0.93819,                0.84479,                0.92201,                 0.9063,                0.58531,                 1.0201,                0.55339,                0.97726,                 1.2458,                0.56053,                0.98507,             0.00060725,             0.00060725,             0.00060725
                    461,                0.81482,                0.48439,                0.94822,                 1.0908,                0.55585,                0.93446,                0.85503,                0.81475,                0.87074,                0.59573,                 1.0023,                0.55338,                0.96918,                 1.2545,                0.58228,                0.97973,             0.00060615,             0.00060615,             0.00060615
                    462,                0.80623,                0.48974,                0.94285,                 1.1176,                0.59003,                0.94016,                  0.924,                0.75197,                0.86628,                0.58419,                 1.0419,                0.53857,                0.98699,                 1.2584,                0.60785,                 0.9892,             0.00060505,             0.00060505,             0.00060505
                    463,                0.82393,                0.49737,                0.94837,                 1.0747,                0.54759,                0.92829,                0.78363,                0.84988,                0.86304,                0.59823,                 1.0129,                0.55217,                0.97617,                 1.2424,                0.60897,                0.98008,             0.00060395,             0.00060395,             0.00060395
                    464,                0.80672,                 0.4966,                0.93771,                 1.0985,                0.60657,                0.92877,                0.81693,                0.83258,                0.87936,                0.59523,                0.96323,                 0.5287,                0.95737,                 1.1917,                0.61767,                0.96087,             0.00060285,             0.00060285,             0.00060285
                    465,                0.79047,                0.49236,                0.93396,                 1.0858,                0.59079,                0.93343,                0.94049,                0.83118,                0.89489,                 0.5906,                 1.0015,                0.53749,                0.96889,                 1.2479,                0.60653,                0.97008,             0.00060175,             0.00060175,             0.00060175
                    466,                0.79009,                 0.4996,                0.93783,                 1.0781,                0.62612,                0.94159,                 0.9538,                0.82746,                0.89855,                 0.5941,                 1.0435,                0.53943,                0.98372,                 1.2848,                0.57493,                0.97024,             0.00060065,             0.00060065,             0.00060065
                    467,                0.75152,                0.47839,                0.91979,                 1.0346,                 0.5566,                0.91056,                 0.9006,                0.85371,                0.90257,                0.58542,                 1.0038,                0.50065,                0.96463,                 1.2907,                0.70001,                0.96092,             0.00059955,             0.00059955,             0.00059955
                    468,                0.80012,                0.50285,                0.94706,                  1.088,                0.61693,                 0.9356,                0.85522,                0.90323,                0.90722,                0.59523,                0.98428,                0.52365,                0.96152,                 1.2965,                 0.5807,                0.96055,             0.00059845,             0.00059845,             0.00059845
                    469,                0.79314,                 0.4817,                0.94177,                 1.0772,                0.57873,                0.93076,                0.84044,                0.87244,                0.88942,                0.58773,                0.99758,                0.51019,                0.96166,                 1.3107,                0.60541,                0.96561,             0.00059735,             0.00059735,             0.00059735
                    470,                0.80662,                 0.4949,                0.96235,                 1.1106,                0.56646,                0.95072,                 0.9086,                0.84797,                0.88881,                0.58635,                0.99485,                  0.515,                0.96196,                 1.2978,                0.71535,                0.97034,             0.00059625,             0.00059625,             0.00059625
                    471,                0.78387,                0.49387,                0.93457,                 1.0589,                0.58347,                0.92408,                0.85781,                0.84809,                0.90435,                0.58558,                 1.0408,                0.52544,                0.97472,                 1.3196,                0.59759,                0.97865,             0.00059515,             0.00059515,             0.00059515
                    472,                0.79642,                 0.5106,                0.95252,                 1.0651,                0.60775,                0.94416,                 0.8404,                0.84111,                0.89512,                0.58674,                 1.0732,                0.52504,                0.98577,                 1.3259,                0.62522,                0.97938,             0.00059405,             0.00059405,             0.00059405
                    473,                0.78846,                0.48347,                 0.9418,                 1.0762,                0.57008,                0.92638,                0.85701,                0.83506,                0.89394,                0.59438,                 1.0546,                0.53779,                0.99348,                 1.2772,                0.58766,                0.97513,             0.00059295,             0.00059295,             0.00059295
                    474,                0.75487,                0.47017,                0.91909,                 1.0432,                0.58615,                0.92216,                0.85143,                0.83804,                0.89365,                0.58664,                 1.0883,                0.54912,                 1.0012,                 1.3324,                0.64227,                0.99005,             0.00059185,             0.00059185,             0.00059185
                    475,                0.76468,                 0.4897,                  0.924,                 1.0617,                0.55544,                   0.92,                 0.8234,                0.86645,                0.85683,                0.56723,                 1.0991,                0.54546,                0.99843,                  1.381,                0.62843,                0.99011,             0.00059075,             0.00059075,             0.00059075
                    476,                0.77679,                0.49517,                0.92772,                 1.0735,                0.60274,                0.92665,                0.83149,                0.86718,                0.87669,                0.57715,                 1.0402,                0.54811,                0.99037,                 1.2753,                 0.6526,                  0.987,             0.00058965,             0.00058965,             0.00058965
                    477,                0.78476,                0.49551,                0.93944,                 1.0505,                0.59174,                0.92455,                0.83545,                0.87058,                0.88607,                0.57769,                 1.0629,                0.54387,                0.99438,                 1.2916,                0.64692,                0.98623,             0.00058855,             0.00058855,             0.00058855
                    478,                0.77053,                0.47652,                 0.9024,                 1.0462,                0.57232,                0.90721,                0.85138,                0.88352,                0.90103,                0.58478,                 1.0974,                0.56211,                 1.0065,                 1.3097,                0.60487,                0.98966,             0.00058745,             0.00058745,             0.00058745
                    479,                 0.7732,                0.48234,                 0.9514,                  1.029,                0.56995,                0.93999,                0.84322,                0.89235,                0.90338,                0.58736,                 1.0361,                0.55822,                0.98678,                 1.2837,                0.53376,                0.96863,             0.00058635,             0.00058635,             0.00058635
                    480,                0.78837,                 0.4938,                0.92611,                 1.0616,                0.56936,                0.91902,                0.91234,                0.88043,                0.90547,                0.59633,                 0.9946,                0.55607,                0.95836,                 1.2408,                 0.5218,                0.95357,             0.00058525,             0.00058525,             0.00058525
                    481,                0.77455,                0.48449,                 0.9186,                 1.0772,                0.60186,                0.91738,                 0.9131,                0.84257,                0.90266,                 0.5981,                0.97455,                 0.5423,                0.94955,                 1.2025,                0.50994,                0.95074,             0.00058415,             0.00058415,             0.00058415
                    482,                0.78948,                0.49536,                0.94737,                 1.0692,                0.55685,                0.93764,                0.90893,                 0.8177,                 0.8906,                0.58375,                 1.0076,                0.54676,                0.97122,                 1.2147,                0.54183,                 0.9654,             0.00058305,             0.00058305,             0.00058305
                    483,                0.79485,                0.47682,                0.93932,                 1.0532,                0.56032,                0.93601,                0.90243,                0.84764,                0.89304,                0.58717,                 1.0358,                 0.5302,                0.97855,                 1.2615,                0.55674,                0.97293,             0.00058195,             0.00058195,             0.00058195
                    484,                0.76647,                0.44989,                0.91622,                 1.0278,                0.55523,                0.90493,                0.88429,                0.82994,                0.87244,                0.57658,                 1.0479,                0.54067,                0.98989,                 1.2901,                0.55207,                0.99742,             0.00058085,             0.00058085,             0.00058085
                    485,                0.78823,                0.49652,                0.95347,                 1.0759,                0.59856,                0.95497,                0.86254,                0.83905,                0.86573,                0.58377,                 1.0348,                0.53565,                0.99274,                  1.277,                0.54781,                0.98981,             0.00057975,             0.00057975,             0.00057975
                    486,                0.77474,                0.47692,                0.91668,                  1.074,                0.59495,                0.91459,                0.88921,                0.82097,                 0.8832,                0.58659,                 1.0454,                0.53306,                0.99623,                 1.3329,                0.52154,                 1.0136,             0.00057865,             0.00057865,             0.00057865
                    487,                0.80207,                0.51235,                0.93696,                 1.0685,                0.61464,                0.92485,                0.88359,                0.84998,                0.89639,                0.59373,                 1.0238,                0.53188,                0.98268,                 1.2701,                0.50382,                 0.9838,             0.00057755,             0.00057755,             0.00057755
                    488,                0.73342,                0.46924,                0.91222,                 1.0473,                0.57055,                0.91806,                0.89184,                 0.8575,                0.90507,                0.59234,                 1.0132,                0.53306,                0.95446,                 1.2861,                0.49321,                0.96737,             0.00057645,             0.00057645,             0.00057645
                    489,                 0.7801,                0.50963,                0.95115,                 1.0823,                0.62301,                0.94549,                0.86488,                0.89704,                0.90341,                0.60116,                0.98972,                0.54853,                0.97097,                 1.2592,                0.48251,                0.97099,             0.00057535,             0.00057535,             0.00057535
                    490,                0.78703,                 0.4873,                0.94313,                 1.0761,                0.58275,                 0.9384,                0.87038,                 0.8667,                0.90309,                0.58796,                 1.0143,                0.52078,                0.98025,                 1.2901,                0.52406,                0.97725,             0.00057425,             0.00057425,             0.00057425
                    491,                   0.78,                 0.4946,                0.92914,                 1.0616,                0.57153,                0.91732,                0.90239,                0.85472,                0.89797,                 0.5745,                 1.0438,                  0.524,                0.98428,                 1.3069,                0.51076,                0.98275,             0.00057315,             0.00057315,             0.00057315
                    492,                0.79429,                0.53468,                0.95327,                 1.0662,                0.64271,                0.94753,                0.90677,                0.87297,                 0.9018,                0.58348,                 1.0283,                0.54019,                0.98494,                 1.2914,                0.50974,                0.98639,             0.00057205,             0.00057205,             0.00057205
                    493,                0.77102,                0.49937,                0.94167,                 1.0454,                0.59717,                 0.9428,                  0.909,                0.87328,                0.90418,                0.59011,                0.99399,                0.56067,                0.96755,                 1.3148,                0.49863,                0.97866,             0.00057095,             0.00057095,             0.00057095
                    494,                0.76247,                  0.479,                0.93575,                 1.0288,                0.53386,                0.92987,                0.90506,                0.87887,                0.89419,                0.58596,                 1.0013,                 0.5463,                0.96975,                 1.2789,                0.50938,                0.96766,             0.00056985,             0.00056985,             0.00056985
                    495,                0.76652,                0.47128,                0.90524,                 1.0559,                0.54367,                0.89395,                0.90578,                0.85356,                0.89631,                0.57405,                 1.0198,                0.52372,                0.97015,                 1.3031,                0.51024,                0.96927,             0.00056875,             0.00056875,             0.00056875
                    496,                0.75077,                0.47288,                 0.9303,                 1.0362,                0.54647,                0.92662,                0.89351,                0.85312,                0.89867,                0.57339,                 1.0758,                0.55449,                0.98249,                 1.3169,                0.54266,                0.97744,             0.00056765,             0.00056765,             0.00056765
                    497,                0.77071,                 0.4834,                0.91622,                 1.0653,                0.57225,                0.90548,                0.86167,                0.88793,                0.91282,                0.57778,                 1.0856,                0.52374,                0.98992,                 1.3425,                0.51516,                0.98714,             0.00056655,             0.00056655,             0.00056655
                    498,                0.77092,                 0.4736,                0.92108,                 1.0401,                0.56344,                0.91212,                0.83073,                0.86856,                0.89166,                0.57453,                 1.0369,                0.52152,                0.98279,                 1.2832,                0.56889,                0.98107,             0.00056545,             0.00056545,             0.00056545
                    499,                0.77807,                0.48731,                0.92615,                  1.042,                0.58034,                0.92758,                0.91857,                0.80549,                0.89509,                0.59156,                 1.0401,                0.51956,                0.97791,                 1.2413,                0.57289,                0.97778,             0.00056435,             0.00056435,             0.00056435
                    500,                0.80531,                0.49182,                0.95057,                 1.0781,                0.57384,                0.93762,                0.87574,                0.83413,                0.89277,                0.59778,                 1.0331,                0.53512,                 0.9774,                  1.225,                0.53681,                0.97065,             0.00056325,             0.00056325,             0.00056325
                    501,                0.79432,                0.49325,                0.94745,                 1.0673,                0.58716,                 0.9379,                0.91199,                0.84177,                0.90449,                  0.597,                 1.0338,                 0.5357,                0.97725,                 1.2621,                0.55765,                0.97607,             0.00056215,             0.00056215,             0.00056215
                    502,                 0.7907,                0.48408,                0.92374,                 1.0841,                0.56817,                0.91663,                 0.8942,                0.83102,                0.89802,                0.58438,                 1.0278,                0.50969,                0.97053,                 1.2897,                 0.5521,                0.98498,             0.00056105,             0.00056105,             0.00056105
                    503,                0.73036,                0.45747,                0.91202,                 1.0245,                0.53314,                0.91012,                0.86565,                  0.849,                0.90192,                0.58546,                 1.0596,                0.51683,                0.97944,                 1.3098,                0.55802,                 0.9911,             0.00055996,             0.00055996,             0.00055996
                    504,                0.78347,                 0.4723,                0.94123,                 1.0606,                0.57106,                0.92598,                0.87574,                0.81358,                0.87747,                0.59957,                 1.0279,                0.50246,                0.96273,                 1.3018,                0.54679,                0.97066,             0.00055886,             0.00055886,             0.00055886
                    505,                0.79636,                0.49036,                0.94648,                 1.0572,                0.59399,                0.93776,                0.86812,                 0.8693,                0.91173,                0.61496,                 1.0299,                0.50728,                0.96812,                 1.2928,                0.55386,                0.97245,             0.00055776,             0.00055776,             0.00055776
                    506,                0.78511,                0.48288,                0.94103,                 1.0876,                0.56483,                0.93313,                0.87133,                0.80116,                0.88524,                0.58836,                 1.0353,                0.52668,                  0.975,                 1.2647,                0.57532,                0.97815,             0.00055666,             0.00055666,             0.00055666
                    507,                0.79429,                0.48583,                0.94403,                 1.0652,                0.57676,                 0.9348,                 0.8891,                0.82036,                0.88163,                0.58971,                 1.0382,                0.53206,                0.97056,                  1.258,                0.60132,                 0.9722,             0.00055556,             0.00055556,             0.00055556
                    508,                 0.7612,                0.48881,                0.91805,                 1.0374,                0.55725,                 0.9167,                0.89692,                0.83156,                0.89016,                0.58859,                 1.0253,                0.51992,                 0.9834,                 1.2333,                0.56062,                0.97852,             0.00055446,             0.00055446,             0.00055446
                    509,                0.74587,                0.47229,                0.91252,                 1.0178,                0.56371,                 0.9117,                0.88874,                0.82468,                0.88714,                0.58059,                 1.0147,                0.54219,                0.97847,                  1.278,                0.54695,                0.98861,             0.00055336,             0.00055336,             0.00055336
                    510,                0.75336,                0.46797,                0.93522,                0.99733,                0.53139,                0.92812,                0.87388,                0.86662,                0.89639,                0.58684,                 1.0442,                 0.5633,                0.98456,                 1.3189,                0.53446,                0.99698,             0.00055226,             0.00055226,             0.00055226
                    511,                0.73254,                0.48136,                0.91141,                 1.0171,                0.53749,                0.90892,                0.87872,                0.85628,                0.89236,                0.58047,                 1.0466,                 0.5585,                0.99105,                 1.3173,                0.56448,                0.98379,             0.00055116,             0.00055116,             0.00055116
                    512,                 0.7913,                0.49678,                0.93929,                 1.0777,                0.57182,                0.93308,                0.89542,                0.78505,                0.88513,                0.57902,                 1.0667,                0.55685,                 0.9908,                 1.3193,                0.60686,                0.98646,             0.00055006,             0.00055006,             0.00055006
                    513,                0.75046,                0.47529,                0.93549,                 1.0216,                0.58169,                0.92613,                0.87109,                0.85725,                0.90106,                0.58632,                  1.023,                0.54745,                0.97342,                 1.3082,                0.62313,                 0.9799,             0.00054896,             0.00054896,             0.00054896
                    514,                 0.7451,                0.47587,                 0.9453,                 1.0131,                0.58598,                0.93741,                0.89698,                0.82611,                0.90024,                0.58559,                  1.052,                0.52712,                0.97825,                 1.3372,                0.57509,                0.98257,             0.00054786,             0.00054786,             0.00054786
                    515,                0.75461,                0.47727,                0.92471,                 1.0432,                0.56072,                0.91828,                0.90614,                0.81705,                0.90179,                0.57827,                 1.1502,                0.57005,                 1.0264,                 1.4076,                0.65299,                 1.0112,             0.00054676,             0.00054676,             0.00054676
                    516,                0.77009,                0.48539,                0.92343,                 1.0311,                0.58731,                0.91929,                0.86006,                0.86346,                0.90854,                0.60348,                 1.1309,                0.55353,                 1.0137,                 1.3177,                0.54792,                 0.9897,             0.00054566,             0.00054566,             0.00054566
                    517,                0.76453,                0.48076,                0.93329,                  1.059,                  0.576,                0.92444,                0.86377,                0.81121,                0.89126,                0.58945,                 1.0834,                0.54849,                  1.001,                 1.3005,                0.59918,                 0.9779,             0.00054456,             0.00054456,             0.00054456
                    518,                0.74019,                0.46805,                0.92441,                 1.0272,                0.53749,                0.91578,                0.88722,                0.82971,                0.90343,                0.61294,                 1.0091,                0.51402,                0.96156,                 1.2216,                0.50469,                0.95343,             0.00054346,             0.00054346,             0.00054346
                    519,                 0.7501,                0.46791,                0.93587,                 1.0244,                0.52191,                0.93614,                0.92026,                0.80354,                0.90714,                 0.6081,                 1.0068,                0.49999,                0.95452,                 1.2456,                0.49416,                0.95094,             0.00054236,             0.00054236,             0.00054236
                    520,                0.74983,                0.47513,                0.90428,                 1.0345,                 0.5637,                0.90627,                0.88764,                0.86116,                0.91151,                0.60609,                  1.014,                 0.5143,                0.95974,                 1.2821,                0.51496,                0.96407,             0.00054126,             0.00054126,             0.00054126
                    521,                0.78739,                0.49261,                0.91526,                 1.0694,                0.55458,                0.90767,                0.89676,                0.83432,                0.92073,                0.60927,                 1.0317,                0.53158,                0.97639,                 1.2995,                0.54264,                0.96692,             0.00054016,             0.00054016,             0.00054016
                    522,                0.74957,                0.46479,                0.92575,                0.99808,                0.54667,                0.91902,                0.90475,                0.80638,                0.89631,                0.58277,                 1.0624,                0.54685,                0.97369,                 1.3426,                0.57015,                0.98176,             0.00053906,             0.00053906,             0.00053906
                    523,                0.72288,                0.45853,                 0.8991,                 1.0075,                0.54194,                0.90564,                0.90961,                0.83972,                0.90618,                0.59679,                  1.017,                0.50799,                 0.9585,                 1.2919,                0.54704,                0.96813,             0.00053796,             0.00053796,             0.00053796
                    524,                0.73927,                0.46552,                 0.9256,                 1.0303,                 0.5348,                0.92657,                0.88503,                 0.8417,                0.90471,                0.59764,                 1.0021,                0.50027,                 0.9471,                 1.2752,                0.53326,                0.95546,             0.00053686,             0.00053686,             0.00053686
                    525,                0.73363,                0.47487,                0.92111,                  1.007,                0.54488,                0.92121,                0.92949,                0.79393,                0.90473,                0.59828,                0.96425,                0.50736,                0.93974,                 1.2416,                0.53922,                0.95217,             0.00053576,             0.00053576,             0.00053576
                    526,                0.79059,                0.48826,                0.93847,                 1.0845,                0.57874,                0.93963,                0.87673,                0.78904,                0.89056,                0.57785,                0.98782,                0.55415,                0.94426,                 1.2551,                0.58813,                0.96234,             0.00053466,             0.00053466,             0.00053466
                    527,                0.73474,                0.48229,                0.92071,                 1.0004,                0.54983,                0.92233,                0.91361,                0.83252,                0.89259,                0.58957,                0.98719,                0.51297,                 0.9562,                 1.2693,                0.53171,                0.97038,             0.00053356,             0.00053356,             0.00053356
                    528,                0.74756,                0.46315,                0.92308,                 1.0135,                0.53239,                0.91804,                0.88512,                0.82318,                0.90063,                0.59631,                0.97633,                0.51185,                0.95691,                 1.2525,                0.50619,                0.96494,             0.00053246,             0.00053246,             0.00053246
                    529,                0.76164,                0.49087,                0.93507,                 1.0326,                0.58526,                0.92339,                0.87535,                0.82687,                0.89265,                0.59057,                0.99761,                0.53165,                0.95836,                 1.2688,                0.50884,                0.96901,             0.00053136,             0.00053136,             0.00053136
                    530,                0.74875,                0.46683,                0.92402,                 1.0387,                0.56344,                0.91896,                0.90743,                 0.8417,                0.89102,                0.59585,                 1.0369,                0.53609,                0.98872,                 1.2581,                0.56762,                0.99455,             0.00053026,             0.00053026,             0.00053026
                    531,                0.76557,                0.49427,                0.93438,                 1.0249,                0.57519,                0.92179,                0.89073,                0.84444,                0.88619,                0.59135,                  1.064,                0.52649,                 1.0119,                 1.2735,                0.59539,                 0.9791,             0.00052916,             0.00052916,             0.00052916
